entity_id,canonical_text,preferred_text,aliases,mention_count,entity_label,entity_class,page_context,url,source_page_title,page_id,span_examples
CHARACTER:cullen-6474f1,Cullen,Cullen,Cullen,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"After, she watches the match between Harry Beltik and Cullen, where she quickly aggravates the players due to her incessant questions. || Cullen concedes, and Beth continues through the ranks of the tournament with Townes' encouragement."
CHARACTER:d_l_townes-558933,D.L Townes,D.L Townes,D.L Townes,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"As Beth enters the Kentucky State Championship in 1963, she is greeted by D.L Townes, who she befriends despite going up against him in one of her matches."
CHARACTER:d_l_townes-a69829,D.L. Townes,D.L. Townes,D.L. Townes,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Beth easily defeats Annette to the surprise of the twins and a fellow player D.L. Townes, whom she briefly chatted with before her first match."
CHARACTER:d_l_townes-a69829,D.L. Townes,D.L. Townes,D.L. Townes,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/D.L._Townes,D.L. Townes,,"D.L. Townes is a journalist, photographer, and avid chess player."
CHARACTER:darga-edba99,Darga,Darga,Darga,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Harmon, E. vs. IM Darga, P. IM Uljanov, R. vs. Harmon, E. Harmon, E. vs. IM Malovicz, S. IM Bergland, A. vs. Harmon, E. Harmon, E. vs. GM Borgov, V. Results:"
CHARACTER:deardorff-d8d493,Deardorff,Deardorff,Deardorff,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Mrs. Deardorff is impressed with her apparent chess proficiency but is displeased that Harmon is playing the custodian in the basement and suggests that Mr. Fergussen bring out chess sets from the game closet. || Ms. Deardorff claims Beth is 13, and Beth tries to interject to say she is 15."
CHARACTER:deardorff-d8d493,Deardorff,Deardorff,Deardorff,3,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,"When Beth asks why Mrs. Deardorff and everyone else isn't at the funeral, Jolene relays that Mrs. Deardorff fell and broke her hip right after Beth left, and things were ""never the same after"". || When Beth asks why Mrs. Deardorff and everyone else isn't at the funeral, Jolene relays that Mrs. Deardorff fell and broke her hip right after Beth left, and things were ""never the same after"". || At this point Beth changes her mind and decides to visit Methuen, and after seeing Mrs. Deardorff with her cane, goes down to the basement where Mr. Shaibel played chess with her years ago."
CHARACTER:deardorff-d8d493,Deardorff,Deardorff,Deardorff,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"At last, some prospective parents come to adopt Beth, Alma and Allston Wheatley, so Mrs. Deardorff lies about Beth being 13 and sings praises of her academic excellence to encourage the parents to finalize the adoption. || Beth and Deardorff succeed, but while packing, Beth is unable to find her Modern Chess Openings book from Mr. Shaibel."
CHARACTER:deardorff-d8d493,Deardorff,Deardorff,Deardorff,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Openings,Openings,,"Before Beth is dismissed, Mrs. Deardorff says that playing chess in the basement is ""highly irregular,"" and so has Mr. Fergussen look into getting a chess set from the game closet so she can play in the open."
CHARACTER:diana_lanni-19020b,Diana Lanni,Diana Lanni,Diana Lanni,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"- Diana Lanni, an attractive and promising player from New York who was probably known to Tevis, has also been suggested as a possible inspiration for Harmon."
CHARACTER:dick_evans-b2825e,Dick Evans,Dick Evans,Dick Evans,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Regardless, the game was adjourned, and Harmon was interviewed by several news outlets including Dick Evans from Times Magazine and, surprisingly, Townes from the Lexington Herald-Leader."
CHARACTER:diedrich-e67fd5,Diedrich,Diedrich,Diedrich,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"If Diedrich is also a Grandmaster from Austria, or if Georgi Girev is a Grandmaster of Russia, then this tournament may qualify as one of FIDE's International Master or Grandmaster norms. || GM Marenco, O. vs. Harmon, E. Harmon, E. vs. Unknown Unknown vs. Harmon, E. Harmon, E. vs. Diedrich Girev, G. vs. Harmon, E. GM Borgov, V. vs Harmon, E. Results:"
CHARACTER:duhamel-b0ac5f,Duhamel,Duhamel,Duhamel,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Players include: US Champion Elizabeth Harmon; Laev, of USSR; Hellstrom, of Sweden; Duhamel, of France; Shapkin, of USSR; Luchenko, of USSR; Flento, of Italy; and GM Vasily Borgov, of USSR. || Laev vs. Harmon, E. Harmon, E. vs. Duhamel Hellstrom vs. Harmon, E. Harmon, E. Shapkin GM Luchenko vs. Harmon, E. Harmon, E. vs. Flento Harmon, E. vs. GM Borgov, V."
CHARACTER:e_shapkin-38c8cc,E. Shapkin,E. Shapkin,E. Shapkin,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Laev vs. Harmon, E. Harmon, E. vs. Duhamel Hellstrom vs. Harmon, E. Harmon, E. Shapkin GM Luchenko vs. Harmon, E. Harmon, E. vs. Flento Harmon, E. vs. GM Borgov, V."
CHARACTER:elizabeth-bcb181,Elizabeth,Elizabeth,Elizabeth,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Alice_Harmon,Alice Harmon,,"They had a single daughter, Elizabeth."
CHARACTER:elizabeth-bcb181,Elizabeth,Elizabeth,Elizabeth,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Allston_Wheatley,Allston Wheatley,,"Strangely, despite seeming to have little interest in her, it is claimed by Alma that Allston Wheatley was the one who wanted to adopt Elizabeth, however, this is later deflected by Allston, stating that Alma would 'just say things'."
CHARACTER:elizabeth-bcb181,Elizabeth,Elizabeth,Elizabeth,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,"Borgov never offers draws, but he's offering Elizabeth one."
CHARACTER:elizabeth-bcb181,Elizabeth,Elizabeth,Elizabeth,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Harmon_vs._Borgov_(1968),Harmon vs. Borgov (1968),,"[Site ""https://lichess.org/DxKCK3mk""] [Date ""1968.??.??""] [Round ""1""] [White ""Harmon, Elizabeth (?)""] [Black ""Borgov, Vasily (?)""] [Result ""1-0"""
CHARACTER:elizabeth_beth_harmon-6348a8,"Elizabeth ""Beth"" Harmon","Elizabeth ""Beth"" Harmon","Elizabeth ""Beth"" Harmon",1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/The_Queen%27s_Gambit,The Queen's Gambit,,"- Anya Taylor-Joy as Elizabeth ""Beth"" Harmon - Marielle Heller as Mrs. Alma Wheatley - Thomas Brodie-Sangster as Benny Watts - Moses Ingram as Jolene - Harry Melling as Harry Beltik - Bill Camp as Mr Shaibel"
CHARACTER:elizabeth_beth_olivia_harmon-112081,"Elizabeth ""Beth"" Olivia Harmon","Elizabeth ""Beth"" Olivia Harmon","Elizabeth ""Beth"" Olivia Harmon",1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Elizabeth ""Beth"" Olivia Harmon is a chess prodigy and the main protagonist in the Netflix miniseries, The Queen's Gambit."
CHARACTER:elizabeth_harmon-e36a73,Elizabeth Harmon,Elizabeth Harmon,Elizabeth Harmon,8,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,Elizabeth Harmon wins the 1963 Kentucky State Championship. || Elizabeth Harmon wins the Cincinnati Tournament. || Elizabeth Harmon wins the Pittsburgh Tournament.
CHARACTER:elizabeth_harmon-e36a73,Elizabeth Harmon,Elizabeth Harmon,Elizabeth Harmon,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,The one thing we know about Elizabeth Harmon is that she loves to win.
CHARACTER:elizabeth_harmon-e36a73,Elizabeth Harmon,Elizabeth Harmon,Elizabeth Harmon,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"Elizabeth Harmon, a student at Fairfield High, showed a mastery of the game unequaled by any female, according to Harry Beltik, whom Miss Harmon defeated for the state crown."
CHARACTER:elizabeth_harmon-e36a73,Elizabeth Harmon,Elizabeth Harmon,Elizabeth Harmon,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Fork,Fork,,"Another cold opening with Alice Harmon sees her giving advice to a young Elizabeth Harmon, admonishing her that the most powerful people are those who aren't afraid to be alone."
CHARACTER:elizabeth_harmon-e36a73,Elizabeth Harmon,Elizabeth Harmon,Elizabeth Harmon,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Harmon_vs._Borgov_(1968),Harmon vs. Borgov (1968),,"For the final game of the tournament, US Champion Elizabeth Harmon plays against World Champion and USSR Grandmaster Vasily Borgov in the 1968 Moscow Invitational Chess Tournament."
CHARACTER:elizabeth_harmon-e36a73,Elizabeth Harmon,Elizabeth Harmon,Elizabeth Harmon,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Openings,Openings,,"""Openings"" starts with a short cold opening from episode 6, Adjournment, of Elizabeth Harmon waking up wasted in a tub in Paris."
CHARACTER:ellen_page-5c3655,Ellen Page,Ellen Page,Ellen Page,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/The_Queen%27s_Gambit_(novel),The Queen's Gambit (novel),,The leading role of a young female chess prodigy had been offered to Oscar nominee Ellen Page.
CHARACTER:fergussen-32a0a2,Fergussen,Fergussen,Fergussen,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,Mrs. Deardorff is impressed with her apparent chess proficiency but is displeased that Harmon is playing the custodian in the basement and suggests that Mr. Fergussen bring out chess sets from the game closet.
CHARACTER:fergussen-32a0a2,Fergussen,Fergussen,Fergussen,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Openings,Openings,,"Before Beth is dismissed, Mrs. Deardorff says that playing chess in the basement is ""highly irregular,"" and so has Mr. Fergussen look into getting a chess set from the game closet so she can play in the open."
CHARACTER:flento-88c60d,Flento,Flento,Flento,3,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Players include: US Champion Elizabeth Harmon; Laev, of USSR; Hellstrom, of Sweden; Duhamel, of France; Shapkin, of USSR; Luchenko, of USSR; Flento, of Italy; and GM Vasily Borgov, of USSR. || Meanwhile, Harmon's Four Knights English Variation against Flento dragged on for nearly four hours before his inevitable resignation. || Laev vs. Harmon, E. Harmon, E. vs. Duhamel Hellstrom vs. Harmon, E. Harmon, E. Shapkin GM Luchenko vs. Harmon, E. Harmon, E. vs. Flento Harmon, E. vs. GM Borgov, V."
CHARACTER:flento-88c60d,Flento,Flento,Flento,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,"Beth next has an unusually drawn out game with Flento, who overperforms and exceeds all expectations, but not enough to win."
CHARACTER:fork-2baac6,Fork,Fork,Fork,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,Fork[] Harry helps Harmon cope with grief through attempting to teach her chess.
CHARACTER:friedman-e2439e,Friedman,Friedman,Friedman,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Harmon, E. vs. Manfredi Harmon, E. vs. Friedman, D. Harmon, E. vs. Weiss, D. GM Watts, B. vs. Harmon, E. Results:"
CHARACTER:ganz-85bbea,Ganz,Ganz,Ganz,8,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Mr. Shaibel brings a guest, Mr. Ganz, the head of the chess club where Shaibel plays and advisor to a high school chess club, into the basement for face-off against Harmon. || Mr. Ganz is impressed with how proficient Harmon is, despite playing solely in the basement with Mr. Shaibel and in her head ""on the ceiling."" || As a gesture of kindness, Mr. Ganz reveals that he had bought her a doll, which Harmon inspects with offended judgment."
CHARACTER:ganz-85bbea,Ganz,Ganz,Ganz,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,"Beth leaves with the picture of her and Mr. Shaibel in her hand, the one that Mr. Ganz had taken and Mr. Shaibel kept as a memento."
CHARACTER:ganz-85bbea,Ganz,Ganz,Ganz,4,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Mr._Shaibel,William Shaibel,,"Mr. Shaibel eventually contacted Mr. Ganz from Duncan High School, who coaches the chess team there. || Mr. Ganz was so impressed with her skills that he invited her to come play the members of chess club, where Beth easily defeated all of them. || He would cut out any articles related to Beth and pinned them on a wall, which included the letter she wrote him and a picture Mr. Ganz took of them when Mr. Shaibel first introduced them."
CHARACTER:ganz-85bbea,Ganz,Ganz,Ganz,8,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Openings,Openings,,"The next time she visits Mr. Shaibel, a representative from the local chess club named Mr. Ganz is with him. || They go through the opening, at which point Beth declares ""mate in three"", and demonstrates, impressing Mr. Ganz. || Mr. Ganz gives her a doll as a gift, but she only wishes to play again, so she plays Mr. Shaibel and Mr. Ganz simultaneously."
CHARACTER:ganz-85bbea,Ganz,Ganz,Ganz,4,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Shaibel,William Shaibel,,"Mr. Shaibel eventually contacted Mr. Ganz from Duncan High School, who coaches the chess team there. || Mr. Ganz was so impressed with her skills that he invited her to come play the members of chess club, where Beth easily defeated all of them. || He would cut out any articles related to Beth and pinned them on a wall, which included the letter she wrote him and a picture Mr. Ganz took of them when Mr. Shaibel first introduced them."
CHARACTER:ganz-85bbea,Ganz,Ganz,Ganz,4,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/William_Shaibel,William Shaibel,,"Mr. Shaibel eventually contacted Mr. Ganz from Duncan High School, who coaches the chess team there. || Mr. Ganz was so impressed with her skills that he invited her to come play the members of chess club, where Beth easily defeated all of them. || He would cut out any articles related to Beth and pinned them on a wall, which included the letter she wrote him and a picture Mr. Ganz took of them when Mr. Shaibel first introduced them."
CHARACTER:georgi-58c4ac,Georgi,Georgi,Georgi,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"During her adjournment game with Georgi, Harmon paced around the hotel impatiently and knowingly, seemingly prepared for his every move."
CHARACTER:georgi_girev-265890,Georgi Girev,Georgi Girev,Georgi Girev,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"If Diedrich is also a Grandmaster from Austria, or if Georgi Girev is a Grandmaster of Russia, then this tournament may qualify as one of FIDE's International Master or Grandmaster norms."
CHARACTER:girev-2c3631,Girev,Girev,Girev,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"GM Marenco, O. vs. Harmon, E. Harmon, E. vs. Unknown Unknown vs. Harmon, E. Harmon, E. vs. Diedrich Girev, G. vs. Harmon, E. GM Borgov, V. vs Harmon, E. Results:"
CHARACTER:goldman-f80ea5,Goldman,Goldman,Goldman,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"This is referencing Goldman (1900), Sizemore (2050), and Beltik (2150)."
CHARACTER:grandmaster-9b4991,Grandmaster,Grandmaster,Grandmaster,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,Schoolgirl beats Grandmaster in Pittsburgh.
CHARACTER:harmon-140a20,Harmon,Harmon,Harmon,3,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Allston_Wheatley,Allston Wheatley,,"A few years into this situation, he learns from Harmon that his wife died and decides to give up the family house to her. || Later on, he comes back from his Denver job and demands to get the house back, though Harmon ends up buying it thanks to her chess money. || A few years later, when meeting with Harmon for the first time in five years, he refuses to consider her his daughter."
CHARACTER:harmon-140a20,Harmon,Harmon,Harmon,3,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Benny_Watts,Benny Watts,,"He mirrors Harmon's abilities to visualize chess positions in his head, yet Benny does so without the aid of drugs (a detail which inspires Harmon). || He mirrors Harmon's abilities to visualize chess positions in his head, yet Benny does so without the aid of drugs (a detail which inspires Harmon). || Overall, as a coach, he imparts on Harmon valuable experience and self-care which she long ignored, allowing her to succeed against Soviet Grandmaster Vasily Borgov."
CHARACTER:harmon-140a20,Harmon,Harmon,Harmon,191,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"While she accepts herself as someone who breaks gender norms, Harmon has expressed irritation with being renowned solely because of her gender. || In addition to chess, Harmon maintains skills in mathematics, sciences, and history. || Harmon is played predominantly by Anya Taylor-Joy, and she is played by Annabeth Kelly as a five-year-old and Isla Johnston as a nine-year-old for other younger scenes."
CHARACTER:harmon-140a20,Harmon,Harmon,Harmon,6,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/D.L._Townes,D.L. Townes,,"He works for Chess Review as photojournalist and for the Lexington Herald-Leader as an associate editor; occupations which have allowed him to follow Harmon's journey across the United States and to Moscow, Russia. || A former unrequited love interest, Townes is likely Harmon's closest friend and on par to family. || The two of them finally get to play each other in their match, eventually ending in a victory for Harmon."
CHARACTER:harmon-140a20,Harmon,Harmon,Harmon,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Doubled_Pawns,Doubled Pawns,,"Benny Watts, the current champion, is breezing through the ranks, facing only a single draw before he reaches Harmon herself."
CHARACTER:harmon-140a20,Harmon,Harmon,Harmon,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,"Harmon, on the other hand, is not."
CHARACTER:harmon-140a20,Harmon,Harmon,Harmon,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"Elizabeth Harmon, a student at Fairfield High, showed a mastery of the game unequaled by any female, according to Harry Beltik, whom Miss Harmon defeated for the state crown."
CHARACTER:harmon-140a20,Harmon,Harmon,Harmon,10,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Harmon_vs._Borgov_(1968),Harmon vs. Borgov (1968),,"Disclaimer: There are many ways to interpret the final game between Harmon and Borgov. || The Queen's Gambit Accepted: Central Variation, McDonnell Defense, is a somewhat unorthodox opening for both of their playing styles; Harmon more often plays the king's pawn as white, and Borgov more often plays a solid approach against the Queen's Gambit. || [Site ""https://lichess.org/DxKCK3mk""] [Date ""1968.??.??""] [Round ""1""] [White ""Harmon, Elizabeth (?)""] [Black ""Borgov, Vasily (?)""] [Result ""1-0"""
CHARACTER:harmon_e-c0b572,Harmon E,Harmon E.,Harmon E.,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"During the last game, Harmon E. vs. Beltik H., Harry arrived fifteen minutes late, much to Harmon's irritation."
CHARACTER:harry-737f4b,Harry,Harry,Harry,9,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Fork[] Harry helps Harmon cope with grief through attempting to teach her chess. || They develop a brief intimate relationship, but they part ways inevitably, due to Harry seeking his own purpose, his recognition that Beth's skills easily transcend his own, and Harmon's self-destructive habits. || …ver the course of the series, many characters become attracted to her outside of her chess career, particularly Townes, Harry, her college peers, Benny, and Cleo. Oftentimes, with these romantic interests, Harmon finds herself struggling to bala…"
CHARACTER:harry_beltik-9f3c6e,Harry Beltik,Harry Beltik,Harry Beltik,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Adjournment,Adjournment,,"Although Harry Beltik calls in concern, she hangs up on him and spirals into a series of binges that even the neighbors notice, due to all the bottles."
CHARACTER:harry_beltik-9f3c6e,Harry Beltik,Harry Beltik,Harry Beltik,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"They explain that her prospects as an unranked player who has never competed in a tournament, are hopeless because several highly rated players are registered to play: ""...and Beltik might show up,"" a reference to Harry Beltik, the current state champion. || Harry Beltik, a former opponent, asks to coach her upon her return to Kentucky."
CHARACTER:harry_beltik-9f3c6e,Harry Beltik,Harry Beltik,Harry Beltik,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"After, she watches the match between Harry Beltik and Cullen, where she quickly aggravates the players due to her incessant questions. || Elizabeth Harmon, a student at Fairfield High, showed a mastery of the game unequaled by any female, according to Harry Beltik, whom Miss Harmon defeated for the state crown."
CHARACTER:harry_beltik-9f3c6e,Harry Beltik,Harry Beltik,Harry Beltik,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Fork,Fork,,"Before she can brood too deeply, Harry Beltik calls her and offers to help coach her in chess, even though he admits she's the better player. || At the bar afterward they both banter and discuss going up against Borgov, so Benny offers to train her, claiming to be able to do far more for her than Harry Beltik ever did."
CHARACTER:harry_beltik-9f3c6e,Harry Beltik,Harry Beltik,Harry Beltik,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/The_Queen%27s_Gambit,The Queen's Gambit,,"- Anya Taylor-Joy as Elizabeth ""Beth"" Harmon - Marielle Heller as Mrs. Alma Wheatley - Thomas Brodie-Sangster as Benny Watts - Moses Ingram as Jolene - Harry Melling as Harry Beltik - Bill Camp as Mr Shaibel"
CHARACTER:harry_melling-447ac5,Harry Melling,Harry Melling,Harry Melling,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/The_Queen%27s_Gambit,The Queen's Gambit,,"- Anya Taylor-Joy as Elizabeth ""Beth"" Harmon - Marielle Heller as Mrs. Alma Wheatley - Thomas Brodie-Sangster as Benny Watts - Moses Ingram as Jolene - Harry Melling as Harry Beltik - Bill Camp as Mr Shaibel"
CHARACTER:heath_ledger-2d60e6,Heath Ledger,Heath Ledger,Heath Ledger,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/The_Queen%27s_Gambit_(novel),The Queen's Gambit (novel),,"In 2007, actor Heath Ledger was working on what would have been his feature directing debut, an adaptation of The Queen's Gambit, with British writer/producer Allan Scott."
CHARACTER:helen_deardorff-75f038,Helen Deardorff,Helen Deardorff's,Helen Deardorff's,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Openings,Openings,,"Mr. Ganz returns later to offer Beth a chance to play a simultaneous 1v12 against the entire high school chess club, with Shirley Munson accompanying her in order to assuage Helen Deardorff's concerns."
CHARACTER:hellstrom-7715f5,Hellstrom,Hellstrom,Hellstrom,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Players include: US Champion Elizabeth Harmon; Laev, of USSR; Hellstrom, of Sweden; Duhamel, of France; Shapkin, of USSR; Luchenko, of USSR; Flento, of Italy; and GM Vasily Borgov, of USSR. || Laev vs. Harmon, E. Harmon, E. vs. Duhamel Hellstrom vs. Harmon, E. Harmon, E. Shapkin GM Luchenko vs. Harmon, E. Harmon, E. vs. Flento Harmon, E. vs. GM Borgov, V."
CHARACTER:hellstrom-7715f5,Hellstrom,Hellstrom,Hellstrom,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,"After beating Hellstrom, he refuses to shake her hand, although after beating Shapkin he actually kisses her hand as he loses with grace."
CHARACTER:hilton_wexler-2c8acb,Hilton Wexler,Hilton Wexler,Hilton Wexler,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Adjournment,Adjournment,,"Cleo introduces herself to Beth while Beth cooks for the men, mentioning that she met Hilton Wexler and Grandmaster Arthur Levertov when they stopped her from killing herself."
CHARACTER:hilton_wexler-2c8acb,Hilton Wexler,Hilton Wexler,Hilton Wexler,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Moreover, the following morning, Harmon received help from GM Benny, Mike, Matt, Harry, Hilton Wexler, GM Arthur Levertov, and others over the phone."
CHARACTER:hou_yifan-9e15c9,Hou Yifan,Hou Yifan,Hou Yifan,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Since then, Judit Polgár and Chinese Grandmaster Hou Yifan have fulfilled his prediction, as both have avoided women only tournaments."
CHARACTER:isla_johnston-743cc7,Isla Johnston,Isla Johnston,Isla Johnston,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Harmon is played predominantly by Anya Taylor-Joy, and she is played by Annabeth Kelly as a five-year-old and Isla Johnston as a nine-year-old for other younger scenes."
CHARACTER:ivanchuk-12e88e,Ivanchuk,Ivanchuk,Ivanchuk,3,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Harmon_vs._Borgov_(1968),Harmon vs. Borgov (1968),,"The moves go on to replicate the aforementioned referenced game, Ivanchuk, Vassily vs. Wolff, Patrick (1993). || However, in an attempt to find a breakthrough, Harmon develops an improvement on the real-world Ivanchuk's attack with 37. Ne6, transforming the game into an intense battle where Borgov needs to go after the king's pawn before Harmon gets to the black king. || Harmon then stares at the ceiling to visualize the chess game and its possibilities, referencing Ivanchuk's tendency to stare a the ceiling during tournament games as well."
CHARACTER:jacob_fortune_lloyd-927fd6,Jacob Fortune-Lloyd,Jacob Fortune-Lloyd,Jacob Fortune-Lloyd,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/D.L._Townes,D.L. Townes,,Jacob Fortune-Lloyd later confirmed this.
